time,latitude,longitude,depth,thetao
2024-01-01,-9.333328,131.75,0.494025,31.419752
2024-01-01,-9.333328,131.83334,0.494025,31.430511
2024-01-01,-9.333328,131.91669,0.494025,31.447147
2024-01-01,-9.333328,132.0,0.494025,31.456764
2024-01-01,-9.333328,132.08334,0.494025,31.430109
2024-01-01,-9.333328,132.16669,0.494025,31.393589
2024-01-01,-9.333328,132.25,0.494025,31.358217
2024-01-01,-9.333328,132.33334,0.494025,31.368668
2024-01-01,-9.333328,132.41669,0.494025,31.374977
2024-01-01,-9.333328,132.5,0.494025,31.354351
2024-01-01,-9.333328,132.58334,0.494025,31.364628
2024-01-01,-9.333328,132.66669,0.494025,31.36639
2024-01-01,-9.333328,132.75,0.494025,31.385916
2024-01-01,-9.333328,132.83334,0.494025,31.396791
2024-01-01,-9.333328,132.91669,0.494025,31.417854
2024-01-01,-9.333328,133.0,0.494025,31.439466
2024-01-01,-9.333328,133.08334,0.494025,31.45091
2024-01-01,-9.333328,133.16669,0.494025,31.44313
2024-01-01,-9.333328,133.25,0.494025,31.424536
2024-01-01,-9.333328,133.33334,0.494025,31.424423
2024-01-01,-9.333328,133.41669,0.494025,31.431643
2024-01-01,-9.333328,133.5,0.494025,31.403725
2024-01-01,-9.25,122.5,0.494025,30.550684
2024-01-01,-9.25,122.58334,0.494025,30.532162
2024-01-01,-9.25,122.66669,0.494025,30.49418
2024-01-01,-9.25,122.75,0.494025,30.431246
2024-01-01,-9.25,122.83334,0.494025,30.327816
2024-01-01,-9.25,122.91669,0.494025,30.226154
2024-01-01,-9.25,123.0,0.494025,30.128521
2024-01-01,-9.25,123.08334,0.494025,30.078316
2024-01-01,-9.25,123.16669,0.494025,30.182285
2024-01-01,-9.25,123.25,0.494025,30.401836
2024-01-01,-9.25,123.33334,0.494025,30.584354
2024-01-01,-9.25,123.41669,0.494025,30.60198
2024-01-01,-9.25,123.5,0.494025,30.58978
2024-01-01,-9.25,123.58334,0.494025,30.71031
2024-01-01,-9.25,123.66669,0.494025,30.807117
2024-01-01,-9.25,123.75,0.494025,30.79503
2024-01-01,-9.25,123.83334,0.494025,30.788261
2024-01-01,-9.25,123.91669,0.494025,30.759932
2024-01-01,-9.25,124.0,0.494025,30.666859
2024-01-01,-9.25,124.08334,0.494025,30.579168
2024-01-01,-9.25,124.16669,0.494025,30.524136
2024-01-01,-9.25,124.25,0.494025,30.476831
2024-01-01,-9.25,124.33334,0.494025,30.420237
2024-01-01,-9.25,125.5,0.494025,31.372578
2024-01-01,-9.25,125.58334,0.494025,31.445196
2024-01-01,-9.25,125.66669,0.494025,31.721037
2024-01-01,-9.25,125.75,0.494025,31.243582
2024-01-01,-9.25,125.83334,0.494025,31.195906
2024-01-01,-9.25,125.91669,0.494025,31.146755
2024-01-01,-9.25,126.0,0.494025,31.172195
2024-01-01,-9.25,126.08334,0.494025,31.253078
2024-01-01,-9.25,126.16669,0.494025,31.233711
2024-01-01,-9.25,126.25,0.494025,31.284763
2024-01-01,-9.25,126.33334,0.494025,31.249035
2024-01-01,-9.25,126.41669,0.494025,31.30983
2024-01-01,-9.25,126.5,0.494025,31.307886
2024-01-01,-9.25,126.58334,0.494025,31.35479
2024-01-01,-9.25,126.66669,0.494025,31.393145
2024-01-01,-9.25,126.75,0.494025,31.278362
2024-01-01,-9.25,126.83334,0.494025,31.316208
2024-01-01,-9.25,126.91669,0.494025,31.258574
2024-01-01,-9.25,127.0,0.494025,31.243933
2024-01-01,-9.25,127.08334,0.494025,31.249046
2024-01-01,-9.25,127.16669,0.494025,31.22776
2024-01-01,-9.25,127.25,0.494025,31.251928
2024-01-01,-9.25,127.33334,0.494025,31.270964
2024-01-01,-9.25,127.41669,0.494025,31.284304
2024-01-01,-9.25,127.5,0.494025,31.312521
2024-01-01,-9.25,127.58334,0.494025,31.354464
2024-01-01,-9.25,127.66669,0.494025,31.381083
2024-01-01,-9.25,127.75,0.494025,31.365168
2024-01-01,-9.25,127.83334,0.494025,31.325932
2024-01-01,-9.25,127.91669,0.494025,31.314564
2024-01-01,-9.25,128.0,0.494025,31.311285
2024-01-01,-9.25,128.08334,0.494025,31.294859
2024-01-01,-9.25,128.16669,0.494025,31.259693
2024-01-01,-9.25,128.25,0.494025,31.23349
2024-01-01,-9.25,128.33334,0.494025,31.207527
2024-01-01,-9.25,128.41669,0.494025,31.188183
2024-01-01,-9.25,128.5,0.494025,31.203302
2024-01-01,-9.25,128.58334,0.494025,31.22505
2024-01-01,-9.25,128.66669,0.494025,31.223152
2024-01-01,-9.25,128.75,0.494025,31.229023
2024-01-01,-9.25,128.83334,0.494025,31.264246
2024-01-01,-9.25,128.91669,0.494025,31.289879
2024-01-01,-9.25,129.0,0.494025,31.294834
2024-01-01,-9.25,129.08334,0.494025,31.306826
2024-01-01,-9.25,129.16669,0.494025,31.316776
2024-01-01,-9.25,129.25,0.494025,31.308968
2024-01-01,-9.25,129.33334,0.494025,31.322168
2024-01-01,-9.25,129.41669,0.494025,31.346998
2024-01-01,-9.25,129.5,0.494025,31.3497
2024-01-01,-9.25,129.58334,0.494025,31.358437
